SampleTrackerNo,Sampling_Date,Year,Month,Season,Operator,co2_treatment,Ring,Block,Collar_Unique_ID,Sampling_Date_tz,ch4_flux,co2_flux,n2o_flux,ch4_flux_stdev_no_outliers,ch4_flux_iqr_no_outliers,ch4_flux_norm,ch4_flux_quant,ch4_flux_robust,co2_flux_stdev_no_outliers,co2_flux_iqr_no_outliers,co2_flux_sqrt,co2_flux_quant,co2_flux_robust,n2o_flux_stdev_no_outliers,n2o_flux_iqr_no_outliers,n2o_flux_log10,n2o_flux_quant,n2o_flux_robust
4144.0,2013-02-10,2013,Oct,Spring,Yui,Ambient,3,2,3.6,2013-02-10 00:00:00+11:00,-39.44,66.949,0.36,-39.44,-39.44,-0.5075713734533429,-1.045491889234623,-0.8774061045685942,66.949,66.949,9.939416481866528,-0.8397145781465678,-0.4817287218737412,0.36,0.36,1.55166952957558,-0.6541961176262666,-0.40588943623426377
4145.0,2013-02-10,2013,Oct,Spring,Yui,Ambient,3,2,3.7,2013-02-10 00:00:00+11:00,-30.241999999999997,66.593,2.541,-30.241999999999997,-30.241999999999997,-0.41324146502785963,-0.5881284964506204,-0.4754746662588213,66.593,66.593,9.921491823309639,-0.8440444627387125,-0.48465541479295293,2.541,2.541,1.5774803104132402,-0.25923412567632514,-0.16713738368910783
4146.0,2013-02-10,2013,Oct,Spring,Yui,Elevated,4,2,4.0,2013-02-10 00:00:00+11:00,7.28,47.096000000000004,-5.4479999999999995,7.28,7.28,0.15177499256544544,1.696352116619137,1.164150407481046,47.096000000000004,47.096000000000004,8.884762236548596,-1.4141442399141289,-0.6449411784049524,-5.4479999999999995,-5.4479999999999995,1.4743619760326307,-1.7292513527346252,-1.041685823754789
4147.0,2013-02-10,2013,Oct,Spring,Yui,Elevated,4,2,4.1,2013-02-10 00:00:00+11:00,-28.91,81.084,-1.036,-28.91,-28.91,-0.3358116240877007,-0.5059208715996206,-0.4172693307697349,81.084,81.084,10.626711626839226,-0.5429332925991518,-0.3655242150954875,-1.036,-1.036,1.5343053869579248,-0.9818546907142437,-0.5587082649151613
4148.0,2013-02-10,2013,Oct,Spring,Yui,Elevated,4,2,4.3,2013-02-10 00:00:00+11:00,29.403000000000002,52.125,-3.9960000000000004,29.403000000000002,nan,0.4902188788542011,2.401225893281272,2.130874609451812,52.125,52.125,9.163405480496866,-1.2687312911430872,-0.6035975303973233,-3.9960000000000004,-3.9960000000000004,1.495016758749676,-1.4890879510251538,-0.8827367268746578
4149.0,2013-02-10,2013,Oct,Spring,Yui,Elevated,4,2,4.4,2013-02-10 00:00:00+11:00,-28.285999999999998,58.693000000000005,-0.026000000000000002,-28.285999999999998,-28.285999999999998,-0.43414458857296845,-0.4816999999493691,-0.39000196639646906,58.693000000000005,58.693000000000005,9.51504072508363,-1.0645937992409231,-0.5496016902473714,-0.026000000000000002,-0.026000000000000002,1.5469372972916577,-0.7364077951888766,-0.44814449917898186
4150.0,2013-02-10,2013,Oct,Spring,Yui,Elevated,4,2,4.5,2013-02-10 00:00:00+11:00,-31.024,76.035,1.139,-31.024,-31.024,-0.37774903720209096,-0.6211566085181481,-0.5096462671240358,76.035,76.035,10.38643345908498,-0.6477134315661722,-0.40703228405363423,1.139,1.139,1.5610655886727123,-0.5007316324431297,-0.3206130268199233
4151.0,2013-02-10,2013,Oct,Spring,Yui,Elevated,4,2,4.6,2013-02-10 00:00:00+11:00,-28.259,82.67399999999999,-0.8540000000000001,-28.259,-28.259,-0.323424148669123,-0.4808513117334394,-0.38882212851493364,82.67399999999999,82.67399999999999,10.701261607866616,-0.5122002168751317,-0.35245274952934513,-0.8540000000000001,-0.8540000000000001,1.5366089389941093,-0.9339099412610544,-0.5387848932676518
4152.0,2013-02-10,2013,Oct,Spring,Yui,Elevated,4,2,4.7,2013-02-10 00:00:00+11:00,-25.828000000000003,41.393,-6.291,-25.828000000000003,-25.828000000000003,-0.525024127690993,-0.3493194720850085,-0.28259302147741927,41.393,41.393,8.557803456495131,-1.6053739321918306,-0.6918258124450218,-6.291,-6.291,1.4619035193352539,-1.8111214489987768,-1.1339682539682538
4153.0,2013-02-10,2013,Oct,Spring,Pankaj,Elevated,5,3,5.0,2013-02-10 00:00:00+11:00,-42.523,48.256,0.737,-42.523,-42.523,-0.6610901006087482,-1.2122749065379126,-1.0121261115602262,48.256,48.256,8.949804467137815,-1.373316188816752,-0.6354047632749366,0.737,0.737,1.5562421779000601,-0.5741631582432916,-0.3646195949644225
4154.0,2013-02-10,2013,Oct,Spring,Pankaj,Elevated,5,3,5.1,2013-02-10 00:00:00+11:00,-33.315,72.442,-1.8599999999999999,-33.315,-33.315,-0.4177058514162841,-0.7302700081043766,-0.6097576962572918,72.442,72.442,10.212002741871938,-0.7175580488244935,-0.4365705078141058,-1.8599999999999999,-1.8599999999999999,1.5237204603753218,-1.1619759226681268,-0.648910782703886
4155.0,2013-02-10,2013,Oct,Spring,Pankaj,Elevated,5,3,5.2,2013-02-10 00:00:00+11:00,-42.898,82.05799999999999,-1.8599999999999999,-42.898,-42.898,-0.4631950802870909,-1.243144421190241,-1.0285127488037755,82.05799999999999,82.05799999999999,10.672441145305042,-0.5262080713273456,-0.35751691480528464,-1.8599999999999999,-1.8599999999999999,1.5237204603753218,-1.1619759226681268,-0.648910782703886
4156.0,2013-02-10,2013,Oct,Spring,Pankaj,Elevated,5,3,5.3,2013-02-10 00:00:00+11:00,-37.029,43.602,-1.8599999999999999,-37.029,-37.029,-0.6469745776442123,-0.9275751670753651,-0.7720509515174027,43.602,43.602,8.685908127536234,-1.5376579540499598,-0.6736655184603624,-1.8599999999999999,-1.8599999999999999,1.5237204603753218,-1.1619759226681268,-0.648910782703886
4157.0,2013-02-10,2013,Oct,Spring,Pankaj,Elevated,5,3,5.4,2013-02-10 00:00:00+11:00,-50.902,59.42100000000001,-4.615,-50.902,-50.902,-0.6494394756457285,-1.707220537625035,-1.378269134130088,59.42100000000001,59.42100000000001,9.553219352658035,-1.0396470019502269,-0.5436167676485338,-4.615,-4.615,1.486331281184666,-1.607701743565631,-0.9504980842911877
4158.0,2013-02-10,2013,Oct,Spring,Pankaj,Elevated,5,3,5.5,2013-02-10 00:00:00+11:00,-62.721000000000004,63.995,-1.004,-62.721000000000004,-62.721000000000004,-0.6999182350600819,-2.1586188283454395,-1.8947322423474402,63.995,63.995,9.789688452652618,-0.9161292592639112,-0.5060136962651782,-1.004,-1.004,1.5347112933903266,-0.9734931837088867,-0.5552052545155992
4159.0,2013-02-10,2013,Oct,Spring,Pankaj,Elevated,5,3,5.6,2013-02-10 00:00:00+11:00,-30.898000000000003,56.853,-2.5580000000000003,-30.898000000000003,-30.898000000000003,-0.4771362227176902,-0.6119667930963343,-0.5041403570102034,56.853,56.853,9.417855382198221,-1.1164119548954257,-0.5647284176949828,-2.5580000000000003,-2.5580000000000003,1.5145477526602862,-1.3165629777935688,-0.7253201970443348
4160.0,2013-02-10,2013,Oct,Spring,Yui,Ambient,6,3,6.1,2013-02-10 00:00:00+11:00,-48.99100000000001,110.473,5.747000000000001,-48.99100000000001,-48.99100000000001,-0.4049336716974149,-1.588817718210008,-1.2947628307369619,110.473,110.473,11.92962698494802,-0.13523357900293276,-0.1239158493575252,5.747000000000001,5.747000000000001,1.6128368162322582,0.22894553486851857,0.18382047071702248
4161.0,2013-02-10,2013,Oct,Spring,Yui,Ambient,6,3,6.2,2013-02-10 00:00:00+11:00,-29.482,126.984,11.572000000000001,-29.482,-29.482,-0.22526989742832232,-0.5380368337155831,-0.4422644147785618,126.984,126.984,12.60265844970814,0.018840638842922402,0.011821866342209228,11.572000000000001,11.572000000000001,1.67052415778208,0.8543851256168906,0.8214778325123152
4162.0,2013-02-10,2013,Oct,Spring,Yui,Ambient,6,3,6.3,2013-02-10 00:00:00+11:00,-41.00899999999999,98.178,10.798,-41.00899999999999,-41.00899999999999,-0.3834584260722255,-1.1003668955839496,-0.9459677947956036,98.178,98.178,11.402675124724023,-0.2760181679606763,-0.22499362868816752,10.798,10.798,1.6632862164470776,0.8100138911170975,0.7367487684729063
4163.0,2013-02-10,2013,Oct,Spring,Yui,Ambient,6,3,6.4,2013-02-10 00:00:00+11:00,-45.233999999999995,72.08,-0.361,-45.233999999999995,-45.233999999999995,-0.5315481190647334,-1.3791592961317722,-1.1305905744062572,72.08,72.08,10.194263092543766,-0.7240267518345724,-0.4395465270184728,-0.361,-0.361,1.5427880934506764,-0.8306582215707548,-0.48481663929939783
4164.0,2013-02-10,2013,Oct,Spring,Yui,Ambient,6,3,6.5,2013-02-10 00:00:00+11:00,-43.525,92.223,-0.529,-43.525,-43.525,-0.42680210573325833,-1.2813816331713,-1.0559112062749894,92.223,92.223,11.138491818913367,-0.3575303687886999,-0.2739499667047576,-0.529,-0.529,1.5406922782507433,-0.861937692623632,-0.503207443897099
4165.0,2013-02-10,2013,Oct,Spring,Yui,Ambient,6,3,6.6,2013-02-10 00:00:00+11:00,-16.237000000000002,76.265,6.809,-16.237000000000002,-16.237000000000002,-0.2074458669154939,0.20002313607266745,0.13651161266359318,76.265,76.265,10.397499699446978,-0.6424330352878345,-0.40514144312268274,6.809,6.809,1.6239415414940097,0.37918028783581686,0.3000766283524904
4166.0,2013-02-10,2013,Oct,Spring,Yui,Ambient,6,3,6.7,2013-02-10 00:00:00+11:00,-50.156000000000006,76.202,-1.182,-50.156000000000006,-50.156000000000006,-0.5497471106318664,-1.6670589212320142,-1.3456706504402545,76.202,76.202,10.39446968344225,-0.6438769068578393,-0.40565936911681294,-1.182,-1.182,1.5324486095722842,-1.0098348421406838,-0.5746907498631636
3540.0,2013-03-09,2013,Sep,Winter,Catarina,Elevated,1,1,1.0,2013-03-09 00:00:00+11:00,-7.105,79.017,3.1660000000000004,-7.105,-7.105,-0.0894848275376397,0.8218284849330137,0.5355590028185016,79.017,79.017,10.529007550571896,-0.5850530180025096,-0.3825171203314727,3.1660000000000004,3.1660000000000004,1.5846025736309057,-0.14644546773488862,-0.09871921182266005
3541.0,2013-03-09,2013,Sep,Winter,Catarina,Elevated,1,1,1.1,2013-03-09 00:00:00+11:00,-39.941,27.086,0.332,-39.941,-39.941,-0.8276181089229439,-1.0564956667131138,-0.899298651925976,27.086,27.086,7.676522650262943,-2.2242962780022446,-0.8094443393977262,0.332,0.332,1.551327988003846,-0.6610101561475504,-0.4089545703338806
3542.0,2013-03-09,2013,Sep,Winter,Catarina,Elevated,1,1,1.2,2013-03-09 00:00:00+11:00,-43.188,42.223,1.9355,-43.188,-43.188,-0.714683391521201,-1.2597909237260523,-1.0411850816054535,42.223,42.223,8.606160584139714,-1.5750113018309968,-0.685002342998545,1.9355,1.9355,1.570467048462901,-0.36097178767753824,-0.23342090859332232
3543.0,2013-03-09,2013,Sep,Winter,Catarina,Elevated,1,1,1.4,2013-03-09 00:00:00+11:00,-35.818000000000005,58.685,-0.5429999999999999,-35.818000000000005,-35.818000000000005,-0.5209565388829941,-0.8588567458775507,-0.719133037645568,58.685,58.685,9.514620328736193,-1.0655069904230163,-0.5496674586275784,-0.5429999999999999,-0.5429999999999999,1.5405171695925721,-0.8664377813435205,-0.5047400109469075
3544.0,2013-03-09,2013,Sep,Winter,Catarina,Elevated,1,1,1.5,2013-03-09 00:00:00+11:00,-35.26,48.898999999999994,4.102,-35.26,-35.26,-0.5835312616582028,-0.8337809991251108,-0.6947497214271666,48.898999999999994,48.898999999999994,8.985655234872969,-1.3604719469513369,-0.6301186297157986,4.102,4.102,1.5950550897593039,0.0058096696459296205,0.003743842364532044
3545.0,2013-03-09,2013,Sep,Winter,Catarina,Elevated,1,1,1.6,2013-03-09 00:00:00+11:00,-60.32,44.768,1.8869999999999998,-60.32,-60.32,-0.8027527117386871,-2.0749199536401184,-1.7898140662894098,44.768,44.768,8.7527709898066,-1.5013789780089914,-0.6640797770451912,1.8869999999999998,1.8869999999999998,1.5699003626847146,-0.37061019141295554,-0.23873015873015874
3546.0,2013-03-09,2013,Sep,Winter,Catarina,Elevated,1,1,1.7,2013-03-09 00:00:00+11:00,-33.747,35.872,2.6689999999999996,-33.747,-33.747,-0.6842005203978142,-0.7609564438468366,-0.6286351023618605,35.872,35.872,8.228912443330529,-1.7953263761497151,-0.7372142158353818,2.6689999999999996,2.6689999999999996,1.5789484916621117,-0.23368874837120765,-0.15312534209085937
3547.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,2,1,2.0,2013-03-09 00:00:00+11:00,-25.761,41.075,4.567,-25.761,-25.761,-0.5289786327031795,-0.34035010389376175,-0.27966527562323834,41.075,41.075,8.539203709948604,-1.6249331906489004,-0.6944401055582503,4.567,4.567,1.600155784473169,0.06575410514646826,0.05464696223316913
3548.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,2,1,2.1,2013-03-09 00:00:00+11:00,-20.197,53.727,2.191,-20.197,-20.197,-0.35162141371997585,-0.03892698399399956,-0.03653127662828545,53.727,53.727,9.250405396521819,-1.220861641306377,-0.5904274122608705,2.191,2.191,1.5734402252322723,-0.3066341415472834,-0.20545155993431855
3549.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,2,1,2.2,2013-03-09 00:00:00+11:00,-35.599000000000004,37.635,2.0980000000000003,-35.599000000000004,-35.599000000000004,-0.686619938315314,-0.8487031842905434,-0.7095632414953353,37.635,37.635,8.335346423514743,-1.695089218177828,-0.7227205090472628,2.0980000000000003,2.0980000000000003,1.57236036673014,-0.32263158200154235,-0.21563218390804592
3550.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,2,1,2.3,2013-03-09 00:00:00+11:00,-20.671,45.181999999999995,5.27,-20.671,-20.671,-0.4137116648658896,-0.0592386828426166,-0.057243986104131554,45.181999999999995,45.181999999999995,8.77638877899105,-1.4679868343794489,-0.6606762633694786,5.27,5.27,1.6077551724464727,0.18027181339814538,0.13160372194854947
3551.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,2,1,2.5,2013-03-09 00:00:00+11:00,-31.519000000000002,41.681000000000004,-0.7559999999999999,-31.519000000000002,-31.519000000000002,-0.6030950549137017,-0.6495500351436578,-0.5312766282855208,41.681000000000004,41.681000000000004,8.57461369392231,-1.5983018894891083,-0.6894581507575697,-0.7559999999999999,-0.7559999999999999,1.5378442708352535,-0.9064774315167838,-0.5280569239189928
3552.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,2,1,2.6,2013-03-09 00:00:00+11:00,-18.218,36.69,1.99,-18.218,-18.218,-0.4442078084176236,0.0637736515992835,0.049946470318337766,36.69,36.69,8.278466041483773,-1.7286105682489903,-0.7304893989592155,1.99,1.99,1.5711029586337757,-0.35073092313915777,-0.2274548440065681
3553.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,2,1,2.7,2013-03-09 00:00:00+11:00,-25.709,60.628,2.6010000000000004,-25.709,-25.709,-0.39009165326247347,-0.33485066710560996,-0.27739299525879957,60.628,60.628,9.616184274440668,-1.0000088079855052,-0.5336939632848018,2.6010000000000004,2.6010000000000004,1.5781691384123122,-0.24607821317958353,-0.16056923918992877
3554.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,3,2,3.0,2013-03-09 00:00:00+11:00,-40.012,66.507,0.081,-40.012,-40.012,-0.5155163603121367,-1.06096208164596,-0.9024011885774212,66.507,66.507,9.917156850630125,-0.8456195794428222,-0.4853624248801783,0.081,0.081,1.5482542559622978,-0.7118008080316216,-0.436431308155446
3555.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,3,2,3.1,2013-03-09 00:00:00+11:00,-45.148,61.542,-2.66,-45.148,-45.148,-0.5911513160678237,-1.3706371824873373,-1.1268325722650703,61.542,61.542,9.663591464874743,-0.975245090547809,-0.5261799258461514,-2.66,-2.66,1.5131909554173644,-1.3383866588442959,-0.7364860426929392
3556.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,3,2,3.2,2013-03-09 00:00:00+11:00,-50.053999999999995,63.033,-2.738,-50.053999999999995,-50.053999999999995,-0.6215103331861577,-1.6560752147534172,-1.3412134851100086,63.033,63.033,9.740431201954049,-0.945795410277162,-0.5139223439850706,-2.738,-2.738,1.5121505369220305,-1.365841787148303,-0.7450246305418717
3557.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,3,2,3.4,2013-03-09 00:00:00+11:00,-29.914,53.821999999999996,-0.9344999999999999,-29.914,-29.914,-0.485746936410907,-0.5647833024462949,-0.4611418208831305,53.821999999999996,53.821999999999996,9.255538882204537,-1.2184086187665277,-0.5896464127459122,-0.9344999999999999,-0.9344999999999999,1.53559156685687,-0.9501802128323306,-0.5475971538040503
3558.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,3,2,3.5,2013-03-09 00:00:00+11:00,-39.304,56.896,-2.478,-39.304,-39.304,-0.5680089226575246,-1.0317127253685774,-0.8714632174616006,56.896,56.896,9.42013800323541,-1.1129422869945094,-0.5643749126513701,-2.478,-2.478,1.5156089492344802,-1.299362002228071,-0.7165626710454295
3559.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,3,2,3.6,2013-03-09 00:00:00+11:00,-50.381,65.594,0.157,-50.381,-50.381,-0.6091327963919376,-1.6835806928715447,-1.3555026327863837,65.594,65.594,9.871018184564345,-0.8767389477381687,-0.4928682412713029,0.157,0.157,1.5491872461344083,-0.7021045230700407,-0.42811165845648597
3560.0,2013-03-09,2013,Sep,Winter,Loic,Ambient,3,2,3.7,2013-03-09 00:00:00+11:00,-42.34,80.887,2.031,-42.34,-42.34,-0.46363974288160226,-1.1903599390871702,-1.0041294325853745,80.887,80.887,10.617438485811915,-0.5462608718869326,-0.367143761458085,2.031,2.031,1.5715807367990866,-0.3414926558588935,-0.22296661193212913
3561.0,2013-03-09,2013,Sep,Winter,Loic,Elevated,4,2,4.0,2013-03-09 00:00:00+11:00,-55.466,79.372,-0.231,-55.466,-55.466,-0.5728062452057564,-1.9181393062170051,-1.57770543380891,79.372,79.372,10.54585226522731,-0.580850588723821,-0.3795986484597868,-0.231,-0.231,1.5444029423636834,-0.7855674403866679,-0.4705856595511767
3562.0,2013-03-09,2013,Sep,Winter,Loic,Elevated,4,2,4.1,2013-03-09 00:00:00+11:00,-38.551,82.229,-2.97,-38.551,-38.551,-0.4242626401325907,-0.9888149934518811,-0.8385588498765539,82.229,82.229,10.680449428745964,-0.5235394953947455,-0.3561111156783598,-2.97,-2.97,1.5090411445568166,-1.383972279952665,-0.7704214559386973
3563.0,2013-03-09,2013,Sep,Winter,Loic,Elevated,4,2,4.3,2013-03-09 00:00:00+11:00,-31.160999999999998,25.61,1.8219999999999998,-31.160999999999998,-31.160999999999998,-0.7717754883623216,-0.6289550283744296,-0.5156328519303457,25.61,nan,7.579775722275693,-2.3406699098931547,-0.8215786055459188,1.8219999999999998,1.8219999999999998,1.5691397254724595,-0.3846402898048294,-0.24584564860426925
3564.0,2013-03-09,2013,Sep,Winter,Loic,Elevated,4,2,4.4,2013-03-09 00:00:00+11:00,-28.559,76.499,-0.052000000000000005,-28.559,-28.559,-0.34974735890801434,-0.4914847245407939,-0.40193143830977296,76.499,76.499,10.408746322204227,-0.630381339925422,-0.40321771800162787,-0.052000000000000005,-0.052000000000000005,1.5466166846381948,-0.7482569227530487,-0.45099069512862605
3565.0,2013-03-09,2013,Sep,Winter,Loic,Elevated,4,2,4.5,2013-03-09 00:00:00+11:00,-48.18899999999999,80.372,-5.06,-48.18899999999999,-48.18899999999999,-0.513479400413763,-1.5275833131914085,-1.259717275885424,80.372,80.372,10.593158169309094,-0.5529351351898162,-0.3713776009339111,-5.06,-5.06,1.479978180780783,-1.6732672793150623,-0.9992118226600984
